item,condition,critical_region
5698,PLUS_FILLER_MINUS_GAP,you
5698,MINUS_FILLER_MINUS_GAP,you
5699,PLUS_FILLER_PLUS_GAP,eventually
5699,MINUS_FILLER_PLUS_GAP,eventually
5699,PLUS_FILLER_MINUS_GAP,us
5699,MINUS_FILLER_MINUS_GAP,us
5700,PLUS_FILLER_PLUS_GAP,eventually
5700,MINUS_FILLER_PLUS_GAP,eventually
5700,PLUS_FILLER_MINUS_GAP,Kim
5700,MINUS_FILLER_MINUS_GAP,Kim
5701,PLUS_FILLER_PLUS_GAP,soon
5701,MINUS_FILLER_PLUS_GAP,soon
5701,PLUS_FILLER_MINUS_GAP,us
5701,MINUS_FILLER_MINUS_GAP,us
5702,PLUS_FILLER_PLUS_GAP,soon
5702,MINUS_FILLER_PLUS_GAP,soon
5702,PLUS_FILLER_MINUS_GAP,you
5702,MINUS_FILLER_MINUS_GAP,you
5703,PLUS_FILLER_PLUS_GAP,soon
5703,MINUS_FILLER_PLUS_GAP,soon
5703,PLUS_FILLER_MINUS_GAP,Kim
5703,MINUS_FILLER_MINUS_GAP,Kim
5704,PLUS_FILLER_PLUS_GAP,soon
5704,MINUS_FILLER_PLUS_GAP,soon
5704,PLUS_FILLER_MINUS_GAP,us
5704,MINUS_FILLER_MINUS_GAP,us
5705,PLUS_FILLER_PLUS_GAP,soon
5705,MINUS_FILLER_PLUS_GAP,soon
5705,PLUS_FILLER_MINUS_GAP,you
5705,MINUS_FILLER_MINUS_GAP,you
5706,PLUS_FILLER_PLUS_GAP,soon
5706,MINUS_FILLER_PLUS_GAP,soon
5706,PLUS_FILLER_MINUS_GAP,Kim
5706,MINUS_FILLER_MINUS_GAP,Kim
5707,PLUS_FILLER_PLUS_GAP,eventually
5707,MINUS_FILLER_PLUS_GAP,eventually
5707,PLUS_FILLER_MINUS_GAP,Kim
5707,MINUS_FILLER_MINUS_GAP,Kim
5708,PLUS_FILLER_PLUS_GAP,eventually
5708,MINUS_FILLER_PLUS_GAP,eventually
5708,PLUS_FILLER_MINUS_GAP,you
5708,MINUS_FILLER_MINUS_GAP,you
5709,PLUS_FILLER_PLUS_GAP,eventually
5709,MINUS_FILLER_PLUS_GAP,eventually
5709,PLUS_FILLER_MINUS_GAP,us
5709,MINUS_FILLER_MINUS_GAP,us
5710,PLUS_FILLER_PLUS_GAP,eventually
5710,MINUS_FILLER_PLUS_GAP,eventually
5710,PLUS_FILLER_MINUS_GAP,Kim
5710,MINUS_FILLER_MINUS_GAP,Kim
5711,PLUS_FILLER_PLUS_GAP,eventually
5711,MINUS_FILLER_PLUS_GAP,eventually
5711,PLUS_FILLER_MINUS_GAP,you
5711,MINUS_FILLER_MINUS_GAP,you
5712,PLUS_FILLER_PLUS_GAP,eventually
5712,MINUS_FILLER_PLUS_GAP,eventually
5712,PLUS_FILLER_MINUS_GAP,us
5712,MINUS_FILLER_MINUS_GAP,us
5713,PLUS_FILLER_PLUS_GAP,soon
5713,MINUS_FILLER_PLUS_GAP,soon
5713,PLUS_FILLER_MINUS_GAP,us
5713,MINUS_FILLER_MINUS_GAP,us
5714,PLUS_FILLER_PLUS_GAP,soon
5714,MINUS_FILLER_PLUS_GAP,soon
5714,PLUS_FILLER_MINUS_GAP,Kim
5714,MINUS_FILLER_MINUS_GAP,Kim
5715,PLUS_FILLER_PLUS_GAP,soon
5715,MINUS_FILLER_PLUS_GAP,soon
5715,PLUS_FILLER_MINUS_GAP,you
5715,MINUS_FILLER_MINUS_GAP,you
5716,PLUS_FILLER_PLUS_GAP,soon
5716,MINUS_FILLER_PLUS_GAP,soon
5716,PLUS_FILLER_MINUS_GAP,us
5716,MINUS_FILLER_MINUS_GAP,us
5717,PLUS_FILLER_PLUS_GAP,soon
5717,MINUS_FILLER_PLUS_GAP,soon
5717,PLUS_FILLER_MINUS_GAP,Kim
5717,MINUS_FILLER_MINUS_GAP,Kim
5718,PLUS_FILLER_PLUS_GAP,soon
5718,MINUS_FILLER_PLUS_GAP,soon
5718,PLUS_FILLER_MINUS_GAP,you
5718,MINUS_FILLER_MINUS_GAP,you
5719,PLUS_FILLER_PLUS_GAP,eventually
5719,MINUS_FILLER_PLUS_GAP,eventually
5719,PLUS_FILLER_MINUS_GAP,you
5719,MINUS_FILLER_MINUS_GAP,you
5720,PLUS_FILLER_PLUS_GAP,eventually
5720,MINUS_FILLER_PLUS_GAP,eventually
5720,PLUS_FILLER_MINUS_GAP,Kim
5720,MINUS_FILLER_MINUS_GAP,Kim
5721,PLUS_FILLER_PLUS_GAP,eventually
5721,MINUS_FILLER_PLUS_GAP,eventually
5721,PLUS_FILLER_MINUS_GAP,us
5721,MINUS_FILLER_MINUS_GAP,us
5722,PLUS_FILLER_PLUS_GAP,eventually
5722,MINUS_FILLER_PLUS_GAP,eventually
5722,PLUS_FILLER_MINUS_GAP,you
5722,MINUS_FILLER_MINUS_GAP,you
5723,PLUS_FILLER_PLUS_GAP,eventually
5723,MINUS_FILLER_PLUS_GAP,eventually
5723,PLUS_FILLER_MINUS_GAP,Kim
5723,MINUS_FILLER_MINUS_GAP,Kim
5724,PLUS_FILLER_PLUS_GAP,eventually
5724,MINUS_FILLER_PLUS_GAP,eventually
5724,PLUS_FILLER_MINUS_GAP,us
5724,MINUS_FILLER_MINUS_GAP,us
5725,PLUS_FILLER_PLUS_GAP,soon
5725,MINUS_FILLER_PLUS_GAP,soon
5725,PLUS_FILLER_MINUS_GAP,us
5725,MINUS_FILLER_MINUS_GAP,us
5726,PLUS_FILLER_PLUS_GAP,soon
5726,MINUS_FILLER_PLUS_GAP,soon
5726,PLUS_FILLER_MINUS_GAP,you
5726,MINUS_FILLER_MINUS_GAP,you
5727,PLUS_FILLER_PLUS_GAP,soon
5727,MINUS_FILLER_PLUS_GAP,soon
5727,PLUS_FILLER_MINUS_GAP,Kim
5727,MINUS_FILLER_MINUS_GAP,Kim
5728,PLUS_FILLER_PLUS_GAP,soon
5728,MINUS_FILLER_PLUS_GAP,soon
5728,PLUS_FILLER_MINUS_GAP,us
5728,MINUS_FILLER_MINUS_GAP,us
5729,PLUS_FILLER_PLUS_GAP,soon
5729,MINUS_FILLER_PLUS_GAP,soon
5729,PLUS_FILLER_MINUS_GAP,you
5729,MINUS_FILLER_MINUS_GAP,you
5730,PLUS_FILLER_PLUS_GAP,soon
5730,MINUS_FILLER_PLUS_GAP,soon
5730,PLUS_FILLER_MINUS_GAP,Kim
5730,MINUS_FILLER_MINUS_GAP,Kim
5731,PLUS_FILLER_PLUS_GAP,eventually
5731,MINUS_FILLER_PLUS_GAP,eventually
5731,PLUS_FILLER_MINUS_GAP,you
5731,MINUS_FILLER_MINUS_GAP,you
5732,PLUS_FILLER_PLUS_GAP,eventually
5732,MINUS_FILLER_PLUS_GAP,eventually
5732,PLUS_FILLER_MINUS_GAP,us
5732,MINUS_FILLER_MINUS_GAP,us
5733,PLUS_FILLER_PLUS_GAP,eventually
5733,MINUS_FILLER_PLUS_GAP,eventually
5733,PLUS_FILLER_MINUS_GAP,Kim
5733,MINUS_FILLER_MINUS_GAP,Kim
5734,PLUS_FILLER_PLUS_GAP,eventually
5734,MINUS_FILLER_PLUS_GAP,eventually
5734,PLUS_FILLER_MINUS_GAP,you
5734,MINUS_FILLER_MINUS_GAP,you
5735,PLUS_FILLER_PLUS_GAP,eventually
5735,MINUS_FILLER_PLUS_GAP,eventually
5735,PLUS_FILLER_MINUS_GAP,us
5735,MINUS_FILLER_MINUS_GAP,us
5736,PLUS_FILLER_PLUS_GAP,eventually
5736,MINUS_FILLER_PLUS_GAP,eventually
5736,PLUS_FILLER_MINUS_GAP,Kim
5736,MINUS_FILLER_MINUS_GAP,Kim
5737,PLUS_FILLER_PLUS_GAP,soon
5737,MINUS_FILLER_PLUS_GAP,soon
5737,PLUS_FILLER_MINUS_GAP,us
5737,MINUS_FILLER_MINUS_GAP,us
5738,PLUS_FILLER_PLUS_GAP,soon
5738,MINUS_FILLER_PLUS_GAP,soon
5738,PLUS_FILLER_MINUS_GAP,you
5738,MINUS_FILLER_MINUS_GAP,you
5739,PLUS_FILLER_PLUS_GAP,soon
5739,MINUS_FILLER_PLUS_GAP,soon
5739,PLUS_FILLER_MINUS_GAP,Kim
5739,MINUS_FILLER_MINUS_GAP,Kim
5740,PLUS_FILLER_PLUS_GAP,soon
5740,MINUS_FILLER_PLUS_GAP,soon
5740,PLUS_FILLER_MINUS_GAP,us
5740,MINUS_FILLER_MINUS_GAP,us
5741,PLUS_FILLER_PLUS_GAP,soon
5741,MINUS_FILLER_PLUS_GAP,soon
5741,PLUS_FILLER_MINUS_GAP,you
5741,MINUS_FILLER_MINUS_GAP,you
5742,PLUS_FILLER_PLUS_GAP,soon
5742,MINUS_FILLER_PLUS_GAP,soon
5742,PLUS_FILLER_MINUS_GAP,Kim
5742,MINUS_FILLER_MINUS_GAP,Kim
5743,PLUS_FILLER_PLUS_GAP,eventually
5743,MINUS_FILLER_PLUS_GAP,eventually
5743,PLUS_FILLER_MINUS_GAP,us
5743,MINUS_FILLER_MINUS_GAP,us
5744,PLUS_FILLER_PLUS_GAP,eventually
5744,MINUS_FILLER_PLUS_GAP,eventually
5744,PLUS_FILLER_MINUS_GAP,Kim
5744,MINUS_FILLER_MINUS_GAP,Kim
5745,PLUS_FILLER_PLUS_GAP,eventually
5745,MINUS_FILLER_PLUS_GAP,eventually
5745,PLUS_FILLER_MINUS_GAP,you
5745,MINUS_FILLER_MINUS_GAP,you
5746,PLUS_FILLER_PLUS_GAP,eventually
5746,MINUS_FILLER_PLUS_GAP,eventually
5746,PLUS_FILLER_MINUS_GAP,us
5746,MINUS_FILLER_MINUS_GAP,us
5747,PLUS_FILLER_PLUS_GAP,eventually
5747,MINUS_FILLER_PLUS_GAP,eventually
5747,PLUS_FILLER_MINUS_GAP,Kim
5747,MINUS_FILLER_MINUS_GAP,Kim
5748,PLUS_FILLER_PLUS_GAP,eventually
5748,MINUS_FILLER_PLUS_GAP,eventually
5748,PLUS_FILLER_MINUS_GAP,you
5748,MINUS_FILLER_MINUS_GAP,you
5749,PLUS_FILLER_PLUS_GAP,soon
5749,MINUS_FILLER_PLUS_GAP,soon
5749,PLUS_FILLER_MINUS_GAP,you
5749,MINUS_FILLER_MINUS_GAP,you
5750,PLUS_FILLER_PLUS_GAP,soon
5750,MINUS_FILLER_PLUS_GAP,soon
5750,PLUS_FILLER_MINUS_GAP,us
5750,MINUS_FILLER_MINUS_GAP,us
5751,PLUS_FILLER_PLUS_GAP,soon
5751,MINUS_FILLER_PLUS_GAP,soon
5751,PLUS_FILLER_MINUS_GAP,Kim
5751,MINUS_FILLER_MINUS_GAP,Kim
5752,PLUS_FILLER_PLUS_GAP,soon
5752,MINUS_FILLER_PLUS_GAP,soon
5752,PLUS_FILLER_MINUS_GAP,you
5752,MINUS_FILLER_MINUS_GAP,you
5753,PLUS_FILLER_PLUS_GAP,soon
5753,MINUS_FILLER_PLUS_GAP,soon
5753,PLUS_FILLER_MINUS_GAP,us
5753,MINUS_FILLER_MINUS_GAP,us
5754,PLUS_FILLER_PLUS_GAP,soon
5754,MINUS_FILLER_PLUS_GAP,soon
5754,PLUS_FILLER_MINUS_GAP,Kim
5754,MINUS_FILLER_MINUS_GAP,Kim
5755,PLUS_FILLER_PLUS_GAP,eventually
5755,MINUS_FILLER_PLUS_GAP,eventually
5755,PLUS_FILLER_MINUS_GAP,you
5755,MINUS_FILLER_MINUS_GAP,you
5756,PLUS_FILLER_PLUS_GAP,eventually
5756,MINUS_FILLER_PLUS_GAP,eventually
5756,PLUS_FILLER_MINUS_GAP,Kim
5756,MINUS_FILLER_MINUS_GAP,Kim
5757,PLUS_FILLER_PLUS_GAP,eventually
5757,MINUS_FILLER_PLUS_GAP,eventually
5757,PLUS_FILLER_MINUS_GAP,us
5757,MINUS_FILLER_MINUS_GAP,us
5758,PLUS_FILLER_PLUS_GAP,eventually
5758,MINUS_FILLER_PLUS_GAP,eventually
5758,PLUS_FILLER_MINUS_GAP,you
5758,MINUS_FILLER_MINUS_GAP,you
5759,PLUS_FILLER_PLUS_GAP,eventually
5759,MINUS_FILLER_PLUS_GAP,eventually
5759,PLUS_FILLER_MINUS_GAP,Kim
5759,MINUS_FILLER_MINUS_GAP,Kim
5760,PLUS_FILLER_PLUS_GAP,eventually
5760,MINUS_FILLER_PLUS_GAP,eventually
5760,PLUS_FILLER_MINUS_GAP,us
5760,MINUS_FILLER_MINUS_GAP,us
5761,PLUS_FILLER_PLUS_GAP,soon
5761,MINUS_FILLER_PLUS_GAP,soon
5761,PLUS_FILLER_MINUS_GAP,you
5761,MINUS_FILLER_MINUS_GAP,you
5762,PLUS_FILLER_PLUS_GAP,soon
5762,MINUS_FILLER_PLUS_GAP,soon
5762,PLUS_FILLER_MINUS_GAP,us
5762,MINUS_FILLER_MINUS_GAP,us
5763,PLUS_FILLER_PLUS_GAP,soon
5763,MINUS_FILLER_PLUS_GAP,soon
5763,PLUS_FILLER_MINUS_GAP,Kim
5763,MINUS_FILLER_MINUS_GAP,Kim
5764,PLUS_FILLER_PLUS_GAP,soon
5764,MINUS_FILLER_PLUS_GAP,soon
5764,PLUS_FILLER_MINUS_GAP,you
5764,MINUS_FILLER_MINUS_GAP,you
5765,PLUS_FILLER_PLUS_GAP,soon
5765,MINUS_FILLER_PLUS_GAP,soon
5765,PLUS_FILLER_MINUS_GAP,us
5765,MINUS_FILLER_MINUS_GAP,us
5766,PLUS_FILLER_PLUS_GAP,soon
5766,MINUS_FILLER_PLUS_GAP,soon
5766,PLUS_FILLER_MINUS_GAP,Kim
5766,MINUS_FILLER_MINUS_GAP,Kim
5767,PLUS_FILLER_PLUS_GAP,eventually
5767,MINUS_FILLER_PLUS_GAP,eventually
5767,PLUS_FILLER_MINUS_GAP,you
5767,MINUS_FILLER_MINUS_GAP,you
5768,PLUS_FILLER_PLUS_GAP,eventually
5768,MINUS_FILLER_PLUS_GAP,eventually
5768,PLUS_FILLER_MINUS_GAP,Kim
5768,MINUS_FILLER_MINUS_GAP,Kim
5769,PLUS_FILLER_PLUS_GAP,eventually
5769,MINUS_FILLER_PLUS_GAP,eventually
5769,PLUS_FILLER_MINUS_GAP,us
5769,MINUS_FILLER_MINUS_GAP,us
5770,PLUS_FILLER_PLUS_GAP,eventually
5770,MINUS_FILLER_PLUS_GAP,eventually
5770,PLUS_FILLER_MINUS_GAP,you
5770,MINUS_FILLER_MINUS_GAP,you
5771,PLUS_FILLER_PLUS_GAP,eventually
5771,MINUS_FILLER_PLUS_GAP,eventually
5771,PLUS_FILLER_MINUS_GAP,Kim
5771,MINUS_FILLER_MINUS_GAP,Kim
5772,PLUS_FILLER_PLUS_GAP,eventually
5772,MINUS_FILLER_PLUS_GAP,eventually
5772,PLUS_FILLER_MINUS_GAP,us
5772,MINUS_FILLER_MINUS_GAP,us
5773,PLUS_FILLER_PLUS_GAP,soon
5773,MINUS_FILLER_PLUS_GAP,soon
5773,PLUS_FILLER_MINUS_GAP,you
5773,MINUS_FILLER_MINUS_GAP,you
5774,PLUS_FILLER_PLUS_GAP,soon
5774,MINUS_FILLER_PLUS_GAP,soon
5774,PLUS_FILLER_MINUS_GAP,Kim
5774,MINUS_FILLER_MINUS_GAP,Kim
5775,PLUS_FILLER_PLUS_GAP,soon
5775,MINUS_FILLER_PLUS_GAP,soon
5775,PLUS_FILLER_MINUS_GAP,us
5775,MINUS_FILLER_MINUS_GAP,us
5776,PLUS_FILLER_PLUS_GAP,soon
5776,MINUS_FILLER_PLUS_GAP,soon
5776,PLUS_FILLER_MINUS_GAP,you
5776,MINUS_FILLER_MINUS_GAP,you
5777,PLUS_FILLER_PLUS_GAP,soon
5777,MINUS_FILLER_PLUS_GAP,soon
5777,PLUS_FILLER_MINUS_GAP,Kim
5777,MINUS_FILLER_MINUS_GAP,Kim
5778,PLUS_FILLER_PLUS_GAP,soon
5778,MINUS_FILLER_PLUS_GAP,soon
5778,PLUS_FILLER_MINUS_GAP,us
5778,MINUS_FILLER_MINUS_GAP,us
5779,PLUS_FILLER_PLUS_GAP,eventually
5779,MINUS_FILLER_PLUS_GAP,eventually
5779,PLUS_FILLER_MINUS_GAP,us
5779,MINUS_FILLER_MINUS_GAP,us
5780,PLUS_FILLER_PLUS_GAP,eventually
5780,MINUS_FILLER_PLUS_GAP,eventually
5780,PLUS_FILLER_MINUS_GAP,Kim
5780,MINUS_FILLER_MINUS_GAP,Kim
5781,PLUS_FILLER_PLUS_GAP,eventually
5781,MINUS_FILLER_PLUS_GAP,eventually
5781,PLUS_FILLER_MINUS_GAP,you
5781,MINUS_FILLER_MINUS_GAP,you
5782,PLUS_FILLER_PLUS_GAP,eventually
5782,MINUS_FILLER_PLUS_GAP,eventually
5782,PLUS_FILLER_MINUS_GAP,us
5782,MINUS_FILLER_MINUS_GAP,us
5783,PLUS_FILLER_PLUS_GAP,eventually
5783,MINUS_FILLER_PLUS_GAP,eventually
5783,PLUS_FILLER_MINUS_GAP,Kim
5783,MINUS_FILLER_MINUS_GAP,Kim
5784,PLUS_FILLER_PLUS_GAP,eventually
5784,MINUS_FILLER_PLUS_GAP,eventually
5784,PLUS_FILLER_MINUS_GAP,you
5784,MINUS_FILLER_MINUS_GAP,you
5785,PLUS_FILLER_PLUS_GAP,soon
5785,MINUS_FILLER_PLUS_GAP,soon
5785,PLUS_FILLER_MINUS_GAP,you
5785,MINUS_FILLER_MINUS_GAP,you
5786,PLUS_FILLER_PLUS_GAP,soon
5786,MINUS_FILLER_PLUS_GAP,soon
5786,PLUS_FILLER_MINUS_GAP,us
5786,MINUS_FILLER_MINUS_GAP,us
5787,PLUS_FILLER_PLUS_GAP,soon
5787,MINUS_FILLER_PLUS_GAP,soon
5787,PLUS_FILLER_MINUS_GAP,Kim
5787,MINUS_FILLER_MINUS_GAP,Kim
5788,PLUS_FILLER_PLUS_GAP,soon
5788,MINUS_FILLER_PLUS_GAP,soon
5788,PLUS_FILLER_MINUS_GAP,you
5788,MINUS_FILLER_MINUS_GAP,you
5789,PLUS_FILLER_PLUS_GAP,soon
5789,MINUS_FILLER_PLUS_GAP,soon
5789,PLUS_FILLER_MINUS_GAP,us
5789,MINUS_FILLER_MINUS_GAP,us
5790,PLUS_FILLER_PLUS_GAP,soon
5790,MINUS_FILLER_PLUS_GAP,soon
5790,PLUS_FILLER_MINUS_GAP,Kim
5790,MINUS_FILLER_MINUS_GAP,Kim
5791,PLUS_FILLER_PLUS_GAP,eventually
5791,MINUS_FILLER_PLUS_GAP,eventually
5791,PLUS_FILLER_MINUS_GAP,us
5791,MINUS_FILLER_MINUS_GAP,us
5792,PLUS_FILLER_PLUS_GAP,eventually
5792,MINUS_FILLER_PLUS_GAP,eventually
5792,PLUS_FILLER_MINUS_GAP,Kim
5792,MINUS_FILLER_MINUS_GAP,Kim
5793,PLUS_FILLER_PLUS_GAP,eventually
5793,MINUS_FILLER_PLUS_GAP,eventually
5793,PLUS_FILLER_MINUS_GAP,you
5793,MINUS_FILLER_MINUS_GAP,you
5794,PLUS_FILLER_PLUS_GAP,eventually
5794,MINUS_FILLER_PLUS_GAP,eventually
5794,PLUS_FILLER_MINUS_GAP,us
5794,MINUS_FILLER_MINUS_GAP,us
5795,PLUS_FILLER_PLUS_GAP,eventually
5795,MINUS_FILLER_PLUS_GAP,eventually
5795,PLUS_FILLER_MINUS_GAP,Kim
5795,MINUS_FILLER_MINUS_GAP,Kim
5796,PLUS_FILLER_PLUS_GAP,eventually
5796,MINUS_FILLER_PLUS_GAP,eventually
5796,PLUS_FILLER_MINUS_GAP,you
5796,MINUS_FILLER_MINUS_GAP,you
5797,PLUS_FILLER_PLUS_GAP,soon
5797,MINUS_FILLER_PLUS_GAP,soon
5797,PLUS_FILLER_MINUS_GAP,you
5797,MINUS_FILLER_MINUS_GAP,you
5798,PLUS_FILLER_PLUS_GAP,soon
5798,MINUS_FILLER_PLUS_GAP,soon
5798,PLUS_FILLER_MINUS_GAP,us
5798,MINUS_FILLER_MINUS_GAP,us
5799,PLUS_FILLER_PLUS_GAP,soon
5799,MINUS_FILLER_PLUS_GAP,soon
5799,PLUS_FILLER_MINUS_GAP,Kim
5799,MINUS_FILLER_MINUS_GAP,Kim
5800,PLUS_FILLER_PLUS_GAP,soon
5800,MINUS_FILLER_PLUS_GAP,soon
5800,PLUS_FILLER_MINUS_GAP,you
5800,MINUS_FILLER_MINUS_GAP,you
5801,PLUS_FILLER_PLUS_GAP,soon
5801,MINUS_FILLER_PLUS_GAP,soon
5801,PLUS_FILLER_MINUS_GAP,us
5801,MINUS_FILLER_MINUS_GAP,us
5802,PLUS_FILLER_PLUS_GAP,soon
5802,MINUS_FILLER_PLUS_GAP,soon
5802,PLUS_FILLER_MINUS_GAP,Kim
5802,MINUS_FILLER_MINUS_GAP,Kim
5803,PLUS_FILLER_PLUS_GAP,eventually
5803,MINUS_FILLER_PLUS_GAP,eventually
5803,PLUS_FILLER_MINUS_GAP,you
5803,MINUS_FILLER_MINUS_GAP,you
5804,PLUS_FILLER_PLUS_GAP,eventually
5804,MINUS_FILLER_PLUS_GAP,eventually
5804,PLUS_FILLER_MINUS_GAP,Kim
5804,MINUS_FILLER_MINUS_GAP,Kim
5805,PLUS_FILLER_PLUS_GAP,eventually
5805,MINUS_FILLER_PLUS_GAP,eventually
5805,PLUS_FILLER_MINUS_GAP,us
5805,MINUS_FILLER_MINUS_GAP,us
5806,PLUS_FILLER_PLUS_GAP,eventually
5806,MINUS_FILLER_PLUS_GAP,eventually
5806,PLUS_FILLER_MINUS_GAP,you
5806,MINUS_FILLER_MINUS_GAP,you
5807,PLUS_FILLER_PLUS_GAP,eventually
5807,MINUS_FILLER_PLUS_GAP,eventually
5807,PLUS_FILLER_MINUS_GAP,Kim
5807,MINUS_FILLER_MINUS_GAP,Kim
5808,PLUS_FILLER_PLUS_GAP,eventually
5808,MINUS_FILLER_PLUS_GAP,eventually
5808,PLUS_FILLER_MINUS_GAP,us
5808,MINUS_FILLER_MINUS_GAP,us
5809,PLUS_FILLER_PLUS_GAP,soon
5809,MINUS_FILLER_PLUS_GAP,soon
5809,PLUS_FILLER_MINUS_GAP,you
5809,MINUS_FILLER_MINUS_GAP,you
5810,PLUS_FILLER_PLUS_GAP,soon
5810,MINUS_FILLER_PLUS_GAP,soon
5810,PLUS_FILLER_MINUS_GAP,Kim
5810,MINUS_FILLER_MINUS_GAP,Kim
5811,PLUS_FILLER_PLUS_GAP,soon
5811,MINUS_FILLER_PLUS_GAP,soon
5811,PLUS_FILLER_MINUS_GAP,us
5811,MINUS_FILLER_MINUS_GAP,us
5812,PLUS_FILLER_PLUS_GAP,soon
5812,MINUS_FILLER_PLUS_GAP,soon
5812,PLUS_FILLER_MINUS_GAP,you
5812,MINUS_FILLER_MINUS_GAP,you
5813,PLUS_FILLER_PLUS_GAP,soon
5813,MINUS_FILLER_PLUS_GAP,soon
5813,PLUS_FILLER_MINUS_GAP,Kim
5813,MINUS_FILLER_MINUS_GAP,Kim
5814,PLUS_FILLER_PLUS_GAP,soon
5814,MINUS_FILLER_PLUS_GAP,soon
5814,PLUS_FILLER_MINUS_GAP,us
5814,MINUS_FILLER_MINUS_GAP,us
5815,PLUS_FILLER_PLUS_GAP,eventually
5815,MINUS_FILLER_PLUS_GAP,eventually
5815,PLUS_FILLER_MINUS_GAP,you
5815,MINUS_FILLER_MINUS_GAP,you
5816,PLUS_FILLER_PLUS_GAP,eventually
5816,MINUS_FILLER_PLUS_GAP,eventually
5816,PLUS_FILLER_MINUS_GAP,us
5816,MINUS_FILLER_MINUS_GAP,us
5817,PLUS_FILLER_PLUS_GAP,eventually
5817,MINUS_FILLER_PLUS_GAP,eventually
5817,PLUS_FILLER_MINUS_GAP,Kim
5817,MINUS_FILLER_MINUS_GAP,Kim
5818,PLUS_FILLER_PLUS_GAP,eventually
5818,MINUS_FILLER_PLUS_GAP,eventually
5818,PLUS_FILLER_MINUS_GAP,you
5818,MINUS_FILLER_MINUS_GAP,you
5819,PLUS_FILLER_PLUS_GAP,eventually
5819,MINUS_FILLER_PLUS_GAP,eventually
5819,PLUS_FILLER_MINUS_GAP,us
5819,MINUS_FILLER_MINUS_GAP,us
5820,PLUS_FILLER_PLUS_GAP,eventually
5820,MINUS_FILLER_PLUS_GAP,eventually
5820,PLUS_FILLER_MINUS_GAP,Kim
5820,MINUS_FILLER_MINUS_GAP,Kim
5821,PLUS_FILLER_PLUS_GAP,soon
5821,MINUS_FILLER_PLUS_GAP,soon
5821,PLUS_FILLER_MINUS_GAP,us
5821,MINUS_FILLER_MINUS_GAP,us
5822,PLUS_FILLER_PLUS_GAP,soon
5822,MINUS_FILLER_PLUS_GAP,soon
5822,PLUS_FILLER_MINUS_GAP,you
5822,MINUS_FILLER_MINUS_GAP,you
5823,PLUS_FILLER_PLUS_GAP,soon
5823,MINUS_FILLER_PLUS_GAP,soon
5823,PLUS_FILLER_MINUS_GAP,Kim
5823,MINUS_FILLER_MINUS_GAP,Kim
5824,PLUS_FILLER_PLUS_GAP,soon
5824,MINUS_FILLER_PLUS_GAP,soon
5824,PLUS_FILLER_MINUS_GAP,us
5824,MINUS_FILLER_MINUS_GAP,us
5825,PLUS_FILLER_PLUS_GAP,soon
5825,MINUS_FILLER_PLUS_GAP,soon
5825,PLUS_FILLER_MINUS_GAP,you
5825,MINUS_FILLER_MINUS_GAP,you
5826,PLUS_FILLER_PLUS_GAP,soon
5826,MINUS_FILLER_PLUS_GAP,soon
5826,PLUS_FILLER_MINUS_GAP,Kim
5826,MINUS_FILLER_MINUS_GAP,Kim
5827,PLUS_FILLER_PLUS_GAP,eventually
5827,MINUS_FILLER_PLUS_GAP,eventually
5827,PLUS_FILLER_MINUS_GAP,you
5827,MINUS_FILLER_MINUS_GAP,you
5828,PLUS_FILLER_PLUS_GAP,eventually
5828,MINUS_FILLER_PLUS_GAP,eventually
5828,PLUS_FILLER_MINUS_GAP,us
5828,MINUS_FILLER_MINUS_GAP,us
5829,PLUS_FILLER_PLUS_GAP,eventually
5829,MINUS_FILLER_PLUS_GAP,eventually
5829,PLUS_FILLER_MINUS_GAP,Kim
5829,MINUS_FILLER_MINUS_GAP,Kim
5830,PLUS_FILLER_PLUS_GAP,eventually
5830,MINUS_FILLER_PLUS_GAP,eventually
5830,PLUS_FILLER_MINUS_GAP,you
5830,MINUS_FILLER_MINUS_GAP,you
5831,PLUS_FILLER_PLUS_GAP,eventually
5831,MINUS_FILLER_PLUS_GAP,eventually
5831,PLUS_FILLER_MINUS_GAP,us
5831,MINUS_FILLER_MINUS_GAP,us
5832,PLUS_FILLER_PLUS_GAP,eventually
5832,MINUS_FILLER_PLUS_GAP,eventually
5832,PLUS_FILLER_MINUS_GAP,Kim
5832,MINUS_FILLER_MINUS_GAP,Kim
5833,PLUS_FILLER_PLUS_GAP,soon
5833,MINUS_FILLER_PLUS_GAP,soon
5833,PLUS_FILLER_MINUS_GAP,Kim
5833,MINUS_FILLER_MINUS_GAP,Kim
5834,PLUS_FILLER_PLUS_GAP,soon
5834,MINUS_FILLER_PLUS_GAP,soon
5834,PLUS_FILLER_MINUS_GAP,you
5834,MINUS_FILLER_MINUS_GAP,you
5835,PLUS_FILLER_PLUS_GAP,soon
5835,MINUS_FILLER_PLUS_GAP,soon
5835,PLUS_FILLER_MINUS_GAP,us
5835,MINUS_FILLER_MINUS_GAP,us
5836,PLUS_FILLER_PLUS_GAP,soon
5836,MINUS_FILLER_PLUS_GAP,soon
5836,PLUS_FILLER_MINUS_GAP,Kim
5836,MINUS_FILLER_MINUS_GAP,Kim
5837,PLUS_FILLER_PLUS_GAP,soon
5837,MINUS_FILLER_PLUS_GAP,soon
5837,PLUS_FILLER_MINUS_GAP,you
